word,fre
relationships,4
relative,2
relatively,2
relatives,2
relaxes,1
relaxing,2
release,2
released,2
releases,1
relevant,4
reliable,2
reliance,1
relic,1
relief,1
relies,2
religion,2
religious,10
reluctant,3
rely,7
remain,3
remaining,1
remains,5
remark,1
remarkable,2
remember,5
remembering,1
reminder,2
reminds,2
remodeling,1
remold,1
remote,1
remove,1
removed,9
renaissance,1
rendered,1
renders,1
rene,1
reneging,2
renew,2
renewable,1
renewal,1
renovation,1
rent,1
reorganize,3
repeated,2
repeatedly,1
repertoire,1
replace,1
replaceable,1
replaced,4
replacement,1
reply,1
report,19
reporter,2
reporting,1
reports,1
repositories,1
represent,4
representation,1
representational,1
representative,3
representatives,1
reproducibility,1
reproductive,1
republican,2
republicans,3
reputation,7
reputations,2
requests,2
require,6
required,12
requirement,4
requirements,2
requires,9
requiring,2
rescue,2
research,44
researchas,1
researcher,1
researchers,26
resemble,1
resembled,1
reshape,1
residence,1
resist,1
resistance,3
resistant,2
resolving,1
resorts,1
resounding,1
resource,1
resources,5
respect,3
respectable,4
respected,2
respects,2
respond,3
responding,2
response,11
responses,6
responsibilities,2
responsibility,2
responsible,2
rest,1
restaurants,1
rested,2
restore,1
restored,4
restrained,1
restricted,1
restricting,1
restriction,1
restrictions,1
restrictive,2
rests,1
result,15
resulted,2
resulting,2
results,13
retail,6
retailer,1
retailers,6
retails,1
retain,2
retains,1
retreat,1
retrieval,1
retrospect,1
return,6
returned,1
returns,1
reveal,6
revealed,2
reveals,2
revelations,1
revenue,1
revenuein,1
reverse,1
review,8
reviewers,6
reviewing,3
reviews,5
revise,2
revised,2
revising,1
revisions,1
revitalizing,1
revival,3
reviving,1
revolution,1
revolutionary,2
revolutionize,1
revolves,1
reward,5
rewards,1
rewrite,1
rgyi,1
rich,3
richly,1
richness,1
rid,1
ride,1
rifling,1
right,12
rightly,1
rights,3
rigid,2
rise,4
risen,1
rises,1
rising,1
risk,8
risks,3
risky,1
ritual,1
rituals,2
rivals,2
roads,1
robert,5
roberts,2
robots,1
robust,1
role,16
roles,1
rolex,1
room,5
root,1
rooted,2
roots,2
rose,5
rosenberg,7
ross,1
rosy,1
rough,2
roughly,1
round,1
roundabout,1
roundabouts,1
rounded,1
roundtheclock,1
route,1
routine,4
routinely,1
row,3
royal,3
royals,4
rubble,1
ruin,1
ruining,1
rule,7
ruled,3
rules,15
rulesetting,1
ruling,9
rulings,1
ruling。,1
run,7
runaway,1
running,3
runs,1
runways,2
rupert,1
rural,8
rushed,1
rushing,3
russell,1
rustle,1
ruts,2
ryan,2
sacred,2
sad,2
sadly,2
sadness,1
safari,1
safe,2
safeguard,1
safely,1
safer,2
safety,2
said,15
saidthe,1
salary,1
sale,3
sales,7
saliva,1
sally,1
sammy,3
sample,2
samples,3
samuel,2
san,1
sanctions,1
sandra,2
sapiens,1
sarah,1
sarcastic,1
satire,1
satirist,1
satisfaction,1
satisfied,1
satisfy,1
saturday,1
save,2
savings,1
saw,2
say,18
saying,5
says,25
sbore,5
scale,4
scalia,2
scandals,1
scanning,1
scarcely,1
scattered,1
scenes,2
scheme,3
scholarly,2
scholars,4
scholarship,1
school,10
schoolchildren,1
schooling,1
schools,6
schumpeter,1
science,30
sciences,12
scientific,21
scientist,3
scientists,21
scold,1
scope,4
score,3
scores,1
scoring,1
scots,1
scott,1
screen,2
screeners,1
screening,2
scrutinize,1
scrutiny,4
sculpture,1
sdition,1
sea,1
seals,1
search,14
searches,2
searching,2
season,1
seasonal,1
second,9
secret,5
secrets,1
section,29
sector,7
sectors,1
secular,1
secure,5
secured,3
securing,1
security,10
sedition,2
see,9
seed,1
seeing,2
seeit,1
seek,6
seeking,4
seeks,1
seem,14
seemed,2
seemingly,2
seems,15
seen,8
segment,2
segments,12
seized,1
seldom,1
select,3
selected,4
selecting,1
selection,3
selfcentered,1
selfcontentedness,1
selfdeception,1
selfesteemconfidence,1
selfexpression,1
selfhelp,1
selfinterest,1
selfpromotion,1
selfrelianceas,1
sell,2
seller,1
selling,1
sells,1
seminar,1
senate,1
send,2
sending,2
sends,1
senior,10
sense,8
sensible,2
sensing,1
sensitive,2
sensual,1
sent,5
sentence,4
sentenced,1
sentences,8
sentiment,3
separate,3
separated,1
separately,1
separation,1
september,1
sequence,1
serially,1
series,5
serious,2
seriously,4
seriousness,1
serivce,1
sermon,1
sermons,2
servant,2
servants,2
serve,3
served,1
serves,2
service,7
services,7
serving,1
session,1
set,11
sets,3
setting,4
settings,2
settle,2
settlement,2
settlements,1
settlers,2
settles,1
seven,4
sevenday,1
seventeenth,1
seventeenthcentury,2
several,10
severe,5
sex,3
sexes,1
sexual,2
seymour,3
shakespeare,1
shakespearean,1
shaking,1
shaky,1
shall,1
shamethe,1
shape,2
shaped,2
shapes,1
shaping,1
share,8
shared,5
shareholder,2
shares,4
sharethat,1
sharing,1
sharp,2
sharpening,1
sharpness,1
shaw,2
sheds,1
sheer,1
sheet,56
sheetdo,1
sheldon,1
shelf,1
shell,1
shelter,1
shield,1
shift,1
shifts,2
ship,1
shiploads,1
ships,1
shock,3
shocking,1
shoepolish,1
shop,1
shopfloor,1
shopping,3
shore,1
shores,1
short,2
shorter,1
shorthand,1
shortly,1
shortterm,1
shouldt,1
show,12
showed,1
showing,2
shown,4
shows,17
shut,2
shuts,1
sick,1
side,2
sided,1
sift,1
sifted,1
sigh,1
sight,4
sign,9
signal,3
signaled,1
signals,1
signed,1
significance,2
significant,6
significantly,2
signify,1
signs,4
silent,1
similar,8
similarity,3
similarly,2
simonsohn,2
simonsonh,1
simple,4
simpler,1
simplification,1
simplify,1
simply,9
simulations,1
since,16
single,15
sir,1
sit,3
site,9
sitelicensing,1
sites,15
sitting,1
situation,4
situations,4
six,5
sizable,1
size,3
skeptical,4
skepticism,2
sketch,1
sketches,3
skies,1
skill,1
skilled,2
skillfully,1
skills,4
skimming,1
skindeepand,1
skip,1
skyscrapersfull,1
slackening,1
slave,5
slavery,10
slaves,10
sleep,1
slight,1
slighter,1
slightly,1
slippage,1
slow,4
slowdown,1
slower,1
slowly,1
slums,1
small,12
smaller,1
smallscale,1
smart,5
smarter,1
smell,2
smelt,1
smile,1
smiling,1
smith,1
smoke,1
smoking,1
smoothly,1
snack,1
sneak,1
sneakers,1
soaked,1
sobering,1
sobersided,1
socalled,2
social,76
socially,1
socialmedia,2
socialnews,1
socialscience,2
socialsciences,1
societies,8
society,16
societythat,1
sociologist,2
soft,2
soften,1
software,1
soho,1
sold,2
soldiers,1
sole,1
solely,3
solid,1
solidarity,1
solution,2
solutions,2
solve,1
solving,2
somehow,2
someone,4
something,7
sometimes,9
somewhat,1
son,1
sonata,1
song,1
songbirds,1
soon,3
sooner,1
soothing,1
sort,3
sorting,3
sorts,1
sought,1
soul,1
soulcrushingly,1
sound,3
source,5
sources,3
souse,1
south,4
southern,6
sovereign,1
space,3
spacecraft,1
spain,3
spainare,1
span,1
spanish,5
sparked,1
speak,3
speakers,1
speaking,2
speaks,1
special,4
specialists,2
specialization,1
specialized,2
specializing,1
species,13
specific,4
specifically,2
specify,1
spectacled,1
speculated,2
speech,2
speeded,1
spelling,2
spencer,2
spending,3
spent,2
spheres,1
spirit,4
spiritual,1
split,1
spoke,1
sponsored,1
spontaneous,1
sport,2
sports,9
sportsmen,1
spoton,1
spouse,6
spread,3
spreading,1
spreads,1
spurred,2
st,5
stability,2
stabilizing,1
stable,1
stabler,1
stage,1
stained,1
stake,1
staked,1
stakeholders,1
stand,6
standalone,1
standard,2
standardised,1
standardized,1
standards,8
standardsetters,4
standrds,1
standstill,2
star,2
starry,1
stars,1
start,9
started,4
starting,2
starving,1
state,39
stated,1
statelevel,1
statement,1
statements,2
states,28
statesmen,1
statesponsored,1
stating,2
station,1
statistical,7
statistically,1
statisticians,4
statistics,4
status,12
statute,2
statutes,2
stay,8
stayed,1
stealing,1
steep,2
steer,1
stem,1
stemming,1
stems,1
stenographer,1
step,5
steps,1
stern,1
steward,1
stick,2
sticker,1
stickiness,2
sticking,1
sticks,1
still,28
stimulus,1
stirling,1
stock,1
stonehenge,1
stood,1
stop,3
stopped,1
store,5
stored,1
storehouse,1
stores,5
stories,5
storms,2
story,6
strack,1
straight,2
straightforward,1
strain,4
strained,1
straining,1
strangers,2
strategic,2
strategy,1
streep,1
street,3
streets,1
strength,3
strengthen,1
strengthened,1
strengthening,1
strengths,1
stress,26
stressedout,1
stresses,3
stressfree,1
stressreducing,2
strict,2
stricter,1
strike,1
strikes,1
striking,1
string,2
strip,1
strive,1
strong,11
stronger,1
strongly,1
struck,2
structure,9
structures,4
structuring,1
struggle,3
struggled,1
stuck,2
student,3
students,18
studied,5
studies,10
studio,1
study,28
studying,3
stuffed,1
stunning,1
style,5
styleconscious,1
styles,1
styling,1
stylish,3
stylist,3
subconscious,2
subheading,1
subheadingsmark,1
subject,9
subjected,2
subjects,8
submission,1
submit,1
submits,2
submitted,1
subscribe,2
subscribers,2
subscription,1
subsequent,1
subsequently,1
subsidises,1
subsisted,1
substantial,2
substantially,1
substantiate,1
substitute,1
subtle,3
subway,1
succeas,1
succeed,2
succeeded,3
success,7
successful,8
successfully,2
succession,1
successive,1
sudden,3
suddenly,3
suffer,2
suffering,4
suffers,1
sufficient,3
sufficiently,1
suggest,5
suggestas,1
suggested,8
suggesting,4
suggestion,1
suggestions,1
suggests,17
suicide,1
suit,2
suitability,1
suitable,9
sum,1
summarizes,1
sums,1
sun,2
sunday,1
sunlight,1
superfluous,3
superior,1
superiority,1
superstitions,2
supervise,2
supervising,1
supplement,1
supplier,1
supplies,1
support,15
supported,3
supporters,4
supportive,3
supports,2
suppose,3
supposed,7
supposedly,1
supposing,1
suppress,1
suppresses,1
supreme,8
sure,3
surely,1
surface,2
surfacing,1
surgery,1
surpass,1
surpassing,1
surprise,3
surprised,1
surprising,1
surprisingly,3
surrounding,1
surroundings,2
survey,2
surveys,6
survival,1
survive,2
survived,3
surviving,1
susceptibility,1
susceptible,1
suspect,2
suspected,2
suspects,5
suspicion,1
suspicions,1
sustain,3
sustainability,2
sustainable,3
sustainably,1
sustained,1
swallow,1
sweater,1
swedes,1
sweeping,1
sweet,1
switch,1
swollen,1
symbol,1
symbolic,2
symbolically,1
sympathetic,1
sympathy,2
symphony,1
symptoms,1
synaptic,1
synthetic,1
system,27
systematic,3
systematically,3
systematicness,1
systems,3
szentgy,1
tackle,2
tactic,1
tag,1
tailor,1
take,25
taken,7
takes,10
taking,3
talented,1
talents,1
talk,3
talking,2
taller,3
tallest,1
tanzania,1
tap,1
tapemeasure,1
target,1
targeted,2
task,1
taste,2
tastes,2
taught,5
tax,1
taxpayer,1
taxpayers,1
teach,1
teacher,2
teachers,5
teaching,4
team,3
teamsters,2
tears,3
technical,2
technique,1
techniques,1
technological,3
technologies,5
technology,13
teenage,1
teenager,1
teenagersteenagers,1
teeth,1
teeththereby,1
telephone,1
telephonenumbersized,1
telephoneparts,1
telescope,2
telescopes,6
television,6
tell,6
telling,1
tells,1
temporarily,1
temporary,2
tempted,3
tempting,1
ten,1
tend,5
tended,1
tendency,4
tends,4
tenfamous,1
tens,1
tentative,1
tenth,1
teotihuacan,1
term,1
terminator,1
terms,2
terrain,2
terrific,1
terrifically,1
terrifying,1
territory,1
terror,1
terrorists,1
test,15
testing,15
tests,5
texas,1
text,106
texts,11
textual,2
th,10
thatand,1
thathousing,1
thcentury,1
theater,1
theatre,1
thebehavior,1
thedress,1
theme,2
themes,3
theological,1
theoretical,1
theories,1
theorised,1
theory,18
therefore,4
theseswriting,1
thesis,3
thing,7
things,16
think,19
thinker,1
thinking,12
thinks,1
thinner,2
thinness,1
third,6
thire,1
thirty,3
thomas,3
thomasagreed,1
thoroughly,1
though,24
thought,15
thoughtful,2
thoughtless,1
thoughts,3
thoughtsand,1
thousands,6
threads,1
threat,4
threatened,4
threatens,1
threats,3
three,19
threedimensional,1
threefifths,1
threeyear,2
thrift,1
thrive,1
thriving,2
throne,1
throughout,4
thus,11
tide,1
tied,1
ties,2
tightens,1
tighter,1
till,1
timber,1
time,36
timeconsuming,1
timeless,1
timelimited,1
timely,1
times,10
timescales,1
tina,1
tiny,3
tipping,2
tips,1
tissues,1
title,12
titles,1
tmt,5
today,32
toditch,1
together,11
told,1
tolerance,4
tolerant,3
tolerate,1
tolerating,2
toll,1
tomb,2
tommasini,3
tone,1
took,6
tool,1
tools,4
toothless,1
too。,1
top,12
topdown,1
topic,2
topics,2
toptieruniversity,1
tort,1
total,2
touch,1
tougher,1
tourist,1
toward,6
towards,10
tower,1
town,1
townandcountry,1
towns,2
toxic,2
toyota,3
trace,1
traceable,1
traced,2
traces,1
track,4
tracked,2
tracking,2
tracks,2
trade,7
tradition,6
traditional,9
traditionally,1
traditions,1
traffic,3
tragic,1
train,2
trained,2
training,6
trains,1
traits,3
transaction,1
transactions,1
transcendence,1
transcribing,1
transfer,1
transferableso,1
transform,1
transforms,1
transition,1
transitions,1
translate,10
translated,1
translation,11
transmissible,1
transmit,1
transmits,1
transparency,2
transplant,2
transportation,1
traps,1
travel,3
travelers,4
traveling,1
tread,1
treasurehouse,1
treat,1
treatment,1
tree,3
trees,3
tremble,1
trend,5
trends,5
trends。,1
trey,1
trial,4
trick,1
tried,2
trigger,1
trivial,2
tropicana,1
trouble,2
troubled,1
troublemakers,1
troubles,2
troupes,1
trucksis,1
true,18
truer,1
truly,2
trust,4
trusted,1
trustworthiness,1
truth,4
try,7
trying,8
tsa,6
tshirts,1
tuesday,1
tuition,2
tumblrcom,1
turbulence,1
turbulent,1
turn,8
turnarounds,1
turned,5
turning,2
turnover,1
turns,5
tutankhamun,1
twelve,1
twelveweek,1
twenty,1
twice,2
twist,2
twitter,1
two,37
twostep,2
twostepflow,2
tying,1
tylor,1
type,3
types,6
typewriter,1
typical,2
typically,3
uc,1
uk,14
uk`s,1
ukip,2
ultimate,1
ultimately,2
ultrathin,2
unable,1
unaccountably,1
unacknowledged,2
unaffected,1
unaffordable,1
unanimous,1
unattractive,1
unaware,1
unbearably,1
unbelievable,1
unbiased,1
uncanny,1
uncertain,1
uncertainty,2
unchanged,1
uncharted,1
unclean,1
unclear,2
unconditional,2
unconscious,2
unconsciously,2
unconventional,1
uncool,1
uncover,1
undercover,1
undergoing,1
undergraduate,5
undergraduates,2
underground,1
underlined,10
underlying,1
undermined,3
undermines,1
undernutrition,1
understand,8
understanding,7
understood,3
underused,1
undesirable,3
undetlined,1
undeveloped,1
undo,1
undoubted,1
undoubtedly,2
uneasy,1
uneconomic,1
unemployed,7
unemployment,4
uneven,1
unexpected,2
unfair,1
unfamiliar,2
unfashionable,1
unfavorable,1
unfeasible,1
unfocused,1
unfold,1
unfolding,1
unfolds,1
unfortunately,4
unhappy,2
unification,2
uniform,2
uniformly,1
uniforms,5
union,7
unionism,1
unionist,1
unionists,2
unionized,1
unions,12
uniqlo,1
unique,9
uniqueness,1
united,10
unity,2
universal,3
universality,3
universals,1
universe,1
universes,1
universities,9
university,19
universityadmissions,1
unjust,1
unknowable,1
unknown,2
unlearned,1
unless,10
unlike,5
unlikely,3
unmercifully,1
unnecessarily,1
unnecessary,2
unpopular,1
unpredictable,1
unpredictably,1
unpretentious,1
unrealistic,1
unreasonable,1
unrecognized,1
unreflecting,1
unrelated,5
unrepresentative,1
unseat,1
unsettled,1
unsettling,1
unsurpassed,1
unsurprisingly,1
untested,1
unusual,2
unusually,2
unworthy,1
upcoming,2
updated,1
upfront,1
upgrade,3
upheld,1
upholstered,1
upkeep,1
uplifting,1
upload,2
uploading,4
upon,6
upright,2
upset,5
upsets,2
upside,1
upstart,1
upward,1
urban,4
urge,5
urgent,3
urges,2
uri,1
us,44
usage,1
use,46
used,16
useful,2
usefulness,1
user,3
users,3
uses,1
using,8
usual,4
usually,5
us。,1
utopia,1
utterance,1
v,1
vacuum,1
vague,2
vale,1
valid,2
validity,1
validityinferences,1
valley,3
valuable,2
value,16
valued,1
values,3
valuing,1
vanish,1
vanishes,1
vanity,2
variable,1
variables,1
variations,2
varied,3
varieties,1
variety,6
various,3
vary,1
vast,3
vastly,1
vatican,1
vaux,3
vehicles,1
ventures,1
verify,2
veritable,1
vermont,12
vernon,1
version,3
versions,1
veryto,1
vessels,2
veteran,1
veto,1
via,1
vibrant,1
vickery,1
victim,1
victims,1
victoria,1
victory,2
vicwardian,1
view,18
viewed,5
viewpoints,1
views,1
vigorously,1
villages,2
violate,1
violated,1
violates,1
violence,2
violent,1
virgin,1
virginia,2
virtual,1
virtually,2
virtuosity,1
virtuous,1
virus,1
visibility,1
visible,3
visibly,1
vision,3
visionaries,1
visions,1
visit,2
vital,1
vocal,1
voice,1
volcano,1
volume,1
volumes,1
voluntarily,1
voluntary,1
volunteers,2
vote,3
voted,1
voter,1
voters,1
votes,2
voting,1
voyage,1
vs,1
vulnerable,1
w,1
wages,1
wait,2
waiting,1
wake,1
walk,1
walker,1
walking,2
wall,2
wallet,2
wanderings,1
want,16
wanted,7
wants,3
war,7
ward,1
wardrobe,1
warehouse,1
warm,1
warms,1
warned,1
warning,1
warnings,1
warrant,5
warren,1
warriors,1
wash,1
washington,8
waspwaist,1
waste,3
wasted,2
wastedthe,1
wasteful,1
watch,1
watchers,2
watching,1
water,2
way,37
ways,16
wcbsites,1
weak,2
weakened,2
weakening,1
weakens,1
weaker,1
weakness,2
wealth,8
wealthy,3
weapons,1
wearandtear,1
wearing,1
wears,1
weaver,1
web,3
webbased,2
webbing,1
websites,1
wedding,1
week,8
weekly,2
weeks,5
wegner,1
weight,1
welcome,3
welcomed,1
welfare,2
well,23
wellbeing,7
wellconnected,1
welleducated,2
wellenforced,2
wellheeled,1
wellorchestrated,1
wellpaid,1
went,6
west,2
western,2
whatever,4
whenever,1
whereas,3
wherever,1
whether,12
whispered,1
white,3
whole,3
wholesale,8
wholesalers,2
wholesaling,3
wholly,3
whose,4
wide,4
widely,7
widespread,6
wiencek,1
wife,2
wilderness,1
willfully,1
william,3
willing,5
willumstad,1
wilt,2
winder,1
window,2
windows,2
winfreywhose,1
winter,1
winthrop,1
winwin,1
wisconsin,2
wisdom,2
wise,2
wisely,1
wish,3
wishes,2
wistful,1
wit,1
withdraw,1
withdrawn,2
withhold,1
within,13
without,22
withstand,1
witness,1
wo,1
woke,1
woman,3
women,19
wonder,8
wonders,1
woodcuts,1
woods,1
word,24
worded,1
wordorder,1
words,29
wordsworth,2
wordy,1
wore,1
work,38
workers,10
workforce,6
workforces,1
workhouse,1
working,14
workload,1
workouts,1
workplace,1
works,6
workstations,1
world,56
world`s,1
worldly,1
worldrenowned,1
worldwide,3
worn,2
worrying,1
worse,2
worshiped,1
worst,2
worth,7
worthless,1
worthwhile,2
wotse,1
would,71
wouldbe,2
wound,1
wounding,1
woven,1
wow,2
wrapping,1
wright,1
wrists,1
write,48
writer,3
writers,9
writes,2
writing,19
writings,3
writing。,1
written,12
wrong,8
wronged,1
wrote,9
würzburg,1
yale,1
yankee,2
year,20
yearabout,1
yearmore,1
yearning,1
years,37
yehuda,4
yes,2
yet,27
yield,1
york,6
youmaybe,2
young,14
youngsters,1
zara,1
zeal,1
zero,1
zimmer,1
′″,2
